#
#Results from query to  NASA/IPAC Extragalactic Database (NED),
#which is operated by the Jet Propulsion Laboratory, California Institute of
#Technology, under contract with the National Aeronautics and Space Administration.
#This work was (partially) supported by the US National Virtual Observatory
#development project, which is funded by the National Science Foundation
#under cooperative agreement AST0122449 with The Johns Hopkins University.
#
#queryDateTime:2012-10-16T09:32:56PDT
#
#Main Information Table for Searching NED within 180.000 arcmin of 194.952917, 27.980556
#
#Equinox:J2000.0
#
#CoordSystem:Equatorial
#
#N.	Name				        RA(deg)		  DEC(deg)	Type   Velocity  z	Flag	               Magn&Filter Dist(')	Ref	Not	Phm #Points	Positions	Redshift Points	Diameter Points	Associations
18	SDSS J125939.65+275714.0	194.91524 	  27.95391 	G	  8029	 0.026782 	    	15.4 	  2.558	60	0	35	3	6	5	0
19	SDSS J125937.20+275819.9	194.90500 	  27.97220 	G	  7615	 0.025400 	    	18.98	  2.588	8	0	16	2	0	4	0
20	SDSS J125937.98+280003.6	194.90828 	  28.00102 	G	  4924	 0.016425 	    	17.4g	  2.665	31	0	38	3	0	4	1
21	SDSS J125943.53+275620.6	194.93140 	  27.93908 	G	  7135	 0.023800 	    	20.5g	  2.737	8	0	17	2	0	4	0
22	[APS2006] J194.933365+27.93763	194.93337 	  27.93763 	G	  7316	 0.024404 	    	21.5R	  2.776	2	0	1	0	0	0	0
23	SDSS J130000.97+275929.5	195.00406 	  27.99155 	G	  7465	 0.024900 	    	19.2g	  2.789	14	0	28	3	0	4	2
24	[APS2006] J194.910995+27.94969	194.91100 	  27.94969 	G	  6718	 0.022409 	    	21.3R	  2.892	3	0	3	0	0	0	0
25	[APS2006] J194.896851+27.98066	194.89685 	  27.98067 	G	  7355	 0.024534 	    	22.2R	  2.971	2	0	1	0	0	0	0
26	[APS2006] J194.908661+27.94909	194.90866 	  27.94910 	G	  6128	 0.020441 	    	21.7R	  3.011	2	0	1	0	0	0	0
27	NGC 4874	194.89878 	  27.95927 	G	  7176	 0.023937 	    	12.63	  3.140	489	11	110	11	18	11	4
28	SDSS J125934.39+275942.9	194.89331 	  27.99527 	G	  5225	 0.017429 	    	21.2g	  3.279	5	0	16	2	0	4	1
29	2MASX J12595013+2755292	194.95877 	  27.92484 	G	  9743	 0.032500 	    	16.8g	  3.357	33	0	37	3	1	6	1
30	SDSS J125959.47+275626.0	194.99779 	  27.94056 	G	  6439	 0.021478 	    	17.37	  3.379	21	0	11	2	0	0	0
31	SDSS J130000.97+275643.5	195.00405 	  27.94544 	G	  6839	 0.022812 	    	17.8g	  3.433	27	0	26	3	2	4	0
32	SDSS J125937.00+280106.9	194.90419 	  28.01861 	G	  7293	 0.024327 	    	18.3g	  3.446	19	0	31	3	0	4	0
33	SDSS J130003.74+275752.9	195.01562 	  27.96471 	G	  5338	 0.017804 	    	18.2g	  3.456	17	0	24	2	3	4	0
34	NGC 4886	195.01850 	  27.98758 	G	  6392	 0.021321 	    	14.80	  3.500	128	3	38	5	9	5	0
35	2MASX J12595670+2755483	194.98605 	  27.93003 	G	  7735	 0.025801 	    	16.1g	  3.503	44	0	40	4	7	6	0
36	NGC 4873	194.88664 	  27.98360 	G	  5789	 0.019310 	    	15.1g	  3.516	105	1	75	6	10	11	0
37	NGC 4883	194.98339 	  28.03472 	G	  8181	 0.027289 	    	15.41	  3.629	97	3	65	6	7	7	1
38	CGCG 160-233	194.92626 	  27.92473 	G	  6900	 0.023016 	    	16.1g	  3.635	86	1	41	4	8	6	0
39	SDSS J130005.22+275835.9	195.02177 	  27.97666 	G	  7792	 0.025991 	    	18.5g	  3.656	11	0	24	2	0	4	0
40	ABELL 1656:[GMP83] 2983	195.01691 	  28.00861 	G	  6360	 0.021215 	    	20.00	  3.785	7	0	9	1	0	0	3
41	NGC 4872	194.89183 	  27.94694 	G	  7193	 0.023993 	    	15.2g	  3.814	132	3	51	6	12	8	1
42	SDSS J130006.11+275841.9	195.02546 	  27.97831 	G	  7816	 0.026071 	    	15.5g	  3.846	21	2	11	2	5	0	0
43	[APS2006] J194.882263+27.96343	194.88226 	  27.96344 	G	  8860	 0.029554 	    	21.7R	  3.882	2	0	1	0	0	0	0
44	SDSS J125935.18+275605.0	194.89658 	  27.93473 	G	  4193	 0.013986 	    	18.6g	  4.059	16	0	26	3	0	4	0
45	SDSS J125955.69+275503.7	194.98204 	  27.91769 	G	  6677	 0.022272 	    	19.60	  4.075	17	0	16	1	0	0	0
46	SDSS J125950.18+275445.5	194.95909 	  27.91264 	G	  7250	 0.024184 	    	18.2g	  4.088	16	0	31	3	2	4	0
47	IC 4011	195.02662 	  28.00413 	G	  7268	 0.024243 	    	15.7g	  4.153	110	2	59	5	6	6	0
48	SDSS J125931.13+275717.7	194.87971 	  27.95492 	G	  7074	 0.023596 	    	18.0g	  4.173	6	0	9	1	2	0	1
49	NGC 4876	194.93502 	  27.91246 	G	  6678	 0.022275 	    	15.1g	  4.194	138	3	59	6	12	10	0
50	NGC 4889	195.03387 	  27.97700 	G	  6495	 0.021665 	    	12.53	  4.295	398	9	112	9	17	10	3
51	SDSS J130007.47+275729.0	195.03113 	  27.95806 	G	  6267	 0.020904 	    	18.66	  4.359	16	0	11	2	0	0	0
52	NGC 4871	194.87485 	  27.95643 	G	  6729	 0.022445 	    	15.17	  4.383	95	1	54	5	8	8	1
53	SDSS J125947.23+280316.4	194.94680 	  28.05456 	G	  9533	 0.031800 	    	19.0g	  4.452	8	0	17	2	0	4	0
54	2MASX J13000538+2801282	195.02247 	  28.02445 	G	  5899	 0.019677 	    	16.4g	  4.529	43	0	44	3	5	7	0
55	SDSS J130008.39+275716.7	195.03497 	  27.95466 	G	  6206	 0.020700 	    	18.8g	  4.617	9	0	26	3	0	4	0
56	SDSS J125943.36+275422.0	194.93069 	  27.90613 	G	  6440	 0.021481 	    	21.4g	  4.619	2	0	16	1	1	4	0
57	SDSS J125930.25+280115.0	194.87608 	  28.02085 	G	  7166	 0.023903 	    	18.7g	  4.735	13	0	31	3	0	4	0
58	SDSS J125929.32+275631.9	194.87219 	  27.94221 	G	  5613	 0.018723 	    	19.2g	  4.858	11	0	26	3	0	4	0
59	2MASX J13001036+2757332	195.04312 	  27.95907 	G	  6336	 0.021134 	    	17.9g	  4.951	10	0	33	2	2	6	0
60	2MASX J12592657+2759548	194.86081 	  27.99848 	G	  6684	 0.022295 	    	16.4g	  4.997	53	0	36	4	6	7	0
61	NGC 4875	194.90795 	  27.90733 	G	  8045	 0.026835 	    	15.67	  4.999	81	2	50	4	7	7	0
62	SDSS J125928.50+280109.3	194.86875 	  28.01925 	G	  5942	 0.019820 	    	19.01	  5.027	15	0	16	2	0	0	0
63	SDSS J130007.12+275551.4	195.02969 	  27.93096 	G	  7726	 0.025771 	    	19.20	  5.041	14	0	31	3	0	4	1
64	SDSS J125932.10+275515.7	194.88376 	  27.92105 	G	  6815	 0.022732 	    	18.5g	  5.117	18	0	33	3	0	4	1
65	IC 3968	194.85620 	  27.97320 	G	  6112	 0.020387 	    	16.2g	  5.144	44	1	33	3	7	6	0
66	2MASX J12592529+2758048	194.85553 	  27.96793 	G	  7698	 0.025678 	    	16.7 	  5.216	44	0	39	4	4	7	0
67	SDSS J125935.96+275422.0	194.89987 	  27.90612 	G	  9054	 0.030200 	    	18.7g	  5.278	10	0	28	3	0	4	2
68	SDSS J125925.04+275948.2	194.85437 	  27.99674 	G	  5507	 0.018369 	    	17.8g	  5.311	20	0	31	3	0	4	0
69	ABELL 1656:[GMP83] 3397	194.87833 	  28.04194 	G	  6549	 0.021845 	    	19.54	  5.401	5	0	10	1	0	0	0
70	SDSS J130010.38+275617.0	195.04327 	  27.93806 	G	  7485	 0.024967 	    	20.3r	  5.425	3	0	16	1	0	4	1
71	[ANM98] +1.66+1.02	194.89278 	  27.90734 	G	  6805	 0.022700 	    	21.30	  5.428	2	0	0	0	0	0	4
72	2MASX J12595760+2803543	194.99005 	  28.06510 	G	  5822	 0.019420 	    	17.2g	  5.441	29	0	40	3	2	6	0
73	[APS2006] J194.858566+28.01783	194.85857 	  28.01784 	G	  5486	 0.018299 	    	21.5R	  5.476	2	0	1	0	0	0	0
74	2MASX J12593141+2802478	194.88101 	  28.04660 	G	  6979	 0.023279 	    	15.9 	  5.496	44	2	38	3	5	7	0
75	SDSS J125944.69+275323.1	194.93623 	  27.88977 	G	  6847	 0.022839 	    	18.35	  5.518	18	0	31	3	0	4	0
76	SDSS J125933.65+275423.4	194.89022 	  27.90653 	G	  7075	 0.023600 	    	22.9g	  5.547	2	0	8	1	0	4	2
77	2MASX J12595140+2804232	194.96442 	  28.07347 	G	  7457	 0.024874 	    	17.1g	  5.608	25	0	26	2	2	2	0
78	SDSS J125923.25+275854.9	194.84688 	  27.98192 	G	  8874	 0.029600 	    	19.66	  5.619	8	0	2	1	0	0	0
79	2MASX J12592868+2802258	194.86969 	  28.04052 	G	  5569	 0.018576 	    	16.3g	  5.691	34	2	36	4	7	7	0
80	2MASX J12592536+2756038	194.85557 	  27.93449 	G	  7604	 0.025364 	    	17.3g	  5.853	28	0	35	3	1	6	1
81	[APS2006] J195.059219+28.00734	195.05922 	  28.00735 	G	  8149	 0.027182 	    	21.5R	  5.857	2	0	1	0	0	0	0
82	2MASX J12592136+2758248	194.83922 	  27.97357 	G	  6020	 0.020081 	    	16.70	  6.039	29	0	35	4	2	6	0
83	NGC 4894	195.06882 	  27.96752 	G	  4634	 0.015457 	    	15.7g	  6.191	65	1	50	5	7	7	1
84	SDSS J130017.64+275915.1	195.07350 	  27.98753 	G	  6136	 0.020467 	    	18.70	  6.403	16	0	16	2	0	0	2
85	SDSS J125919.71+275824.6	194.83216 	  27.97350 	G	  7206	 0.024037 	    	18.0g	  6.413	22	0	33	3	3	4	0
86	SDSS J125920.03+275746.9	194.83349 	  27.96304 	G	  7495	 0.025000 	    	22.5g	  6.415	2	0	8	1	0	4	0
87	ABELL 1656:[BDG95] +0085-0422 	194.96500 	  28.08778 	G	  9276	 0.030941 	    	     	  6.465	2	0	0	0	0	0	0
88	[IBG2003] J130013+280215	195.05667 	  28.03750 	G	  5327	 0.017769 	    	19.5r	  6.471	2	0	1	0	0	0	0
89	SDSS J130018.27+275817.6	195.07613 	  27.97158 	G	  4950	 0.016511 	    	22.5g	  6.551	4	0	16	2	0	4	0
90	SDSS J130016.68+275638.9	195.06950 	  27.94414 	G	  5366	 0.017899 	    	20.28	  6.553	5	0	1	1	0	0	0
91	NGC 4898 NED01	195.07362 	  27.95539 	G	  6903	 0.023026 	    	15.00	  6.572	74	1	37	5	3	6	0
92	NGC 4898 NED02	195.07487 	  27.95678 	G	  6371	 0.021251 	    	16.00	  6.618	41	1	9	2	1	0	1
93	NGC 4898	195.07500 	  27.95722 	GPair	  6661	 0.022219 	    	14.48	  6.619	31	2	19	2	9	1	1
94	SDSS J130015.68+280146.3	195.06533 	  28.02954 	G	  6985	 0.023299 	    	21.6g	  6.641	2	0	16	1	0	3	0
95	SDSS J130001.03+280454.7	195.00429 	  28.08186 	G	  7765	 0.025900 	    	18.50	  6.660	7	0	2	2	0	0	0
96	SDSS J125923.41+275510.4	194.84755 	  27.91957 	G	  6824	 0.022762 	    	18.2g	  6.676	16	0	28	3	0	4	1
97	IC 4021	195.06144 	  28.04130 	G	  5737	 0.019137 	    	15.86	  6.807	111	3	58	6	7	10	0
98	2MASX J12594422+2752037	194.93422 	  27.86769 	G	  6196	 0.020668 	    	17.1g	  6.844	26	0	37	3	3	6	0
99	[APS2006] J195.082306+27.98472	195.08231 	  27.98472 	G	  7035	 0.023466 	    	22.9R	  6.860	3	0	3	0	0	0	2
100	2MASX J13001890+2800332	195.07867 	  28.00931 	G	  6202	 0.020688 	    	17.8g	  6.882	17	0	35	2	3	6	0
101	NGC 4869	194.84735 	  27.91159 	G	  6859	 0.022879 	    	14.77	  6.959	244	4	73	11	9	11	3
102	SDSS J130013.42+280311.8	195.05593 	  28.05329 	G	  8135	 0.027135 	    	18.23	  6.987	13	0	27	3	2	4	0
103	IC 3973	194.87844 	  27.88421 	G	  4755	 0.015861 	    	14.9g	  7.000	92	1	56	6	11	7	1
104	SDSS J130016.37+275522.2	195.06823 	  27.92284 	G	  4665	 0.015561 	    	20.51	  7.025	5	0	16	2	0	4	0
105	SDSS J125916.70+275857.2	194.81961 	  27.98257 	G	  7195	 0.024000 	    	20.1g	  7.064	11	0	26	2	0	4	1
106	SDSS J125937.20+275213.6	194.90500 	  27.87044 	G	  6189	 0.020644 	    	18.89	  7.078	17	0	16	2	0	0	0
107	SDSS J130011.13+280354.8	195.04641 	  28.06525 	G	  7387	 0.024640 	    	18.05	  7.095	23	0	33	3	0	4	0
108	2MASX J12595178+2805542	194.96567 	  28.09853 	G	  7634	 0.025464 	    	17.3g	  7.111	22	0	26	3	2	6	0
109	2MASX J13001877+2756135	195.07823 	  27.93705 	G	  5293	 0.017656 	    	16.66	  7.136	33	1	37	3	3	7	1
110	SDSS J125958.09+275157.9	194.99206 	  27.86611 	G	  8634	 0.028800 	    	19.9g	  7.174	8	0	17	2	0	4	2
111	IC 4012	195.03329 	  28.07857 	G	  7268	 0.024243 	    	15.4g	  7.260	108	2	59	5	10	6	0
112	[IBG2003] J125921+275436	194.84125 	  27.91000 	G	  6875	 0.022932 	    	18.6r	  7.277	2	0	0	0	0	0	2
113	[APS2006] J195.049881+28.06775	195.04988 	  28.06775 	G	  7104	 0.023696 	    	21.8R	  7.331	2	0	1	0	0	0	0
114	NGC 4867	194.81353 	  27.97072 	G	  4786	 0.015964 	    	15.1g	  7.409	122	1	66	6	8	11	0
115	CGCG 160-235	194.94218 	  27.85724 	G	  8117	 0.027075 	    	15.6g	  7.421	51	0	47	5	6	7	0
116	SDSS J130018.41+275516.9	195.07671 	  27.92136 	G	  8155	 0.027202 	    	19.8r	  7.461	3	0	1	0	0	0	0
117	SDSS J130018.70+275512.6	195.07792 	  27.92017 	G	  6925	 0.023100 	    	20.10	  7.551	8	0	2	1	0	0	0
118	SDSS J130022.65+275754.9	195.09439 	  27.96526 	G	  5216	 0.017400 	    	19.7g	  7.552	9	0	26	2	0	4	0
119	2MASX J12593524+2751488	194.89702 	  27.86364 	G	  6274	 0.020928 	    	17.04	  7.615	33	0	37	3	1	6	0
120	GIN 762	194.84424 	  27.89688 	G	  5087	 0.016968 	    	16.0g	  7.641	54	0	40	4	6	7	0
121	[APS2006] J195.096817+27.99694	195.09682 	  27.99694 	G	  6321	 0.021085 	    	21.1R	  7.687	2	0	1	0	0	0	0
122	SDSS J130014.15+280407.4	195.05896 	  28.06872 	G	  7255	 0.024200 	    	20.22	  7.715	7	0	2	1	0	0	0
123	2MASX J13001286+2804322	195.05360 	  28.07550 	G	  7506	 0.025037 	    	15.9g	  7.803	50	0	40	4	8	7	1
124	SDSS J130022.84+280057.1	195.09519 	  28.01586 	G	  9272	 0.030928 	    	21.6g	  7.829	2	0	16	1	0	4	0
125	SDSS J125939.55+275114.8	194.91458 	  27.85453 	G	  3834	 0.012789 	    	18.66	  7.830	8	0	14	2	0	4	0
126	NGC 4864	194.80462 	  27.97700 	G	  6755	 0.022532 	    	14.58	  7.860	141	5	62	7	10	11	1
127	SDSS J130024.85+275921.8	195.10356 	  27.98940 	G	  9217	 0.030745 	    	20.9g	  7.999	5	0	16	2	0	4	1
128	2MASX J13001702+2803502	195.07095 	  28.06391 	G	  6152	 0.020521 	    	16.45	  8.006	52	0	42	4	4	7	0
129	SDSS J125931.89+275140.7	194.88288 	  27.86131 	G	  4640	 0.015477 	    	18.0g	  8.061	21	0	16	2	3	0	2
130	SDSS J130018.34+280333.4	195.07643 	  28.05929 	G	  9977	 0.033280 	    	18.1g	  8.070	11	0	26	3	3	4	0
131	SDSS J125931.60+280601.9	194.88167 	  28.10053 	G	  7420	 0.024750 	    	18.22	  8.127	14	0	9	2	0	0	0
132	[APS2006] J195.091614+28.03854	195.09161 	  28.03855 	G	  8051	 0.026855 	    	20.2R	  8.129	2	0	1	0	0	0	0
133	MRK 0060 NED01	195.03821 	  27.86656 	G	  5136	 0.017132 	    	15.9g	  8.199	40	0	38	3	2	6	0
134	MRK 0060	195.04083 	  27.86611 	GPair	  5128	 0.017105 	    	16.0 	  8.299	52	3	31	4	6	3	0
135	[IBG2003] J130025+275638	195.10443 	  27.94390 	G	  6946	 0.023169 	    	19.9r	  8.325	3	0	1	0	0	0	1
136	SDSS J130022.90+275515.1	195.09544 	  27.92088 	G	  5270	 0.017579 	    	21.00	  8.359	5	0	16	2	0	4	1
137	SDSS J125911.54+280033.3	194.79811 	  28.00927 	G	  6942	 0.023156 	    	17.5g	  8.381	24	0	28	3	0	4	0
138	IC 4026	195.09223 	  28.04701 	G	  8198	 0.027346 	    	15.57	  8.388	91	1	65	6	6	7	0
139	2MASX J12592022+2804278	194.83416 	  28.07429 	G	  7165	 0.023900 	    	17.4g	  8.438	23	0	37	3	3	6	0
140	SDSS J130026.16+280032.0	195.10900 	  28.00890 	G	  5528	 0.018440 	    	18.6g	  8.442	11	0	31	3	0	4	0
141	MRK 0060 NED02	195.04265 	  27.86397 	G	  9902	 0.033030 	    	16.5g	  8.460	39	0	34	3	5	6	1
142	SDSS J130026.78+275953.4	195.11158 	  27.99817 	G	  7195	 0.024000 	    	21.4g	  8.473	5	0	16	2	0	4	0
143	GIN 763	194.83405 	  27.88600 	G	  6452	 0.021522 	    	16.0g	  8.479	68	0	40	4	10	7	0
144	SDSS J130021.38+280327.3	195.08911 	  28.05761 	G	  7870	 0.026251 	    	22.8g	  8.568	2	0	16	1	0	4	0
145	ABELL 1656:[GMP83] 3370	194.88548 	  27.85074 	G	  8184	 0.027300 	    	20.91	  8.571	7	0	9	1	0	0	0
146	SDSS J130024.82+275535.9	195.10342 	  27.92664 	G	  7955	 0.026535 	    	17.5g	  8.608	26	0	33	3	0	4	1
147	SDSS J130027.33+280033.4	195.11391 	  28.00929 	G	  6428	 0.021441 	    	20.0g	  8.702	8	0	27	2	0	4	0
148	[APS2006] J195.080551+28.07288	195.08055 	  28.07289 	G	  7349	 0.024514 	    	21.8R	  8.740	2	0	1	0	0	0	0
149	SDSS J130023.47+280301.9	195.09779 	  28.05053 	G	  7076	 0.023603 	    	20.95	  8.747	5	0	1	1	0	0	0
150	SDSS J130013.63+275201.9	195.05679 	  27.86719 	G	  7451	 0.024854 	    	17.16	  8.751	22	0	16	2	0	0	0
151	IC 4030	195.11583 	  27.95594 	G	  6984	 0.023296 	    	16.42	  8.759	52	0	27	3	5	3	0
152	IC 4033	195.11830 	  27.97241 	G	  7713	 0.025728 	    	16.21	  8.777	43	0	39	4	4	7	1
153	2MASX J13002172+2753545	195.09028 	  27.89856 	G	  4890	 0.016311 	    	17.42	  8.788	22	0	37	3	0	6	0
154	SDSS J125915.58+275356.9	194.81493 	  27.89916 	G	  5219	 0.017409 	    	18.8g	  8.795	11	0	26	3	0	4	0
155	SDSS J130020.39+280413.9	195.08497 	  28.07055 	G	  6685	 0.022300 	    	20.0g	  8.836	8	0	17	2	0	4	0
156	2MASX J12595104+2749592	194.96251 	  27.83296 	G	  7895	 0.026335 	    	17.0g	  8.870	35	0	37	3	0	6	0
157	SDSS J125926.45+275124.7	194.86024 	  27.85689 	G	  5007	 0.016700 	    	18.5g	  8.899	15	0	33	3	0	4	0
158	NGC 4865	194.83279 	  28.08431 	G	  4700	 0.015677 	    	14.64	  8.901	115	3	64	7	9	12	0
159	IC 3976	194.87252 	  27.85014 	G	  6865	 0.022899 	    	15.70	  8.910	82	1	53	6	8	7	2
160	2MASX J12595511+2807422	194.97955 	  28.12836 	G	  7577	 0.025274 	    	16.27	  8.980	68	2	31	3	6	7	0
161	SDSS J125951.54+274946.3	194.96478 	  27.82955 	G	  7974	 0.026600 	    	19.8g	  9.082	5	0	17	1	0	4	1
162	[CTM2010] 0163240	195.12379 	  27.96855 	G	  5220	 0.017412 	    	     	  9.083	1	0	1	0	0	0	0
163	SDSS J125914.62+275344.1	194.81092 	  27.89560 	G	  6450	 0.021515 	    	18.2g	  9.090	21	0	26	2	2	4	0
164	SDSS J125915.81+275309.7	194.81590 	  27.88604 	G	  6516	 0.021735 	    	19.6g	  9.215	7	0	24	2	0	4	0
165	SDSS J130020.27+280453.2	195.08450 	  28.08145 	G	  8128	 0.027112 	    	21.3g	  9.231	4	0	16	2	0	4	0
166	2MASX J12590943+2802279	194.78942 	  28.04092 	G	  7232	 0.024123 	    	17.15	  9.388	28	0	22	2	1	2	0
167	SDSS J125942.52+280807.9	194.92720 	  28.13554 	G	  9174	 0.030600 	    	19.5g	  9.398	5	0	18	2	0	4	0
168	IC 3955	194.77511 	  27.99670 	G	  7678	 0.025611 	    	15.36	  9.470	79	3	53	5	7	7	0
169	SDSS J130030.06+280134.8	195.12527 	  28.02635 	G	  6588	 0.021975 	    	20.6r	  9.535	3	0	16	1	0	4	0
170	CGCG 160-223	194.80800 	  28.07625 	G	  7822	 0.026091 	    	15.1g	  9.585	59	1	41	5	6	8	0
171	SDSS J130018.55+280549.8	195.07729 	  28.09717 	G	  7825	 0.026102 	    	17.7g	  9.609	16	0	7	2	2	0	0
172	2MASX J12593697+2749327	194.90404 	  27.82581 	G	  6231	 0.020784 	    	16.87	  9.640	26	0	37	4	0	6	0
173	SDSS J130032.48+275833.2	195.13535 	  27.97592 	G	  8435	 0.028136 	    	19.8g	  9.670	4	0	16	2	0	4	0
174	2MASX J12595026+2808392	194.95953 	  28.14438 	G	  6780	 0.022616 	    	17.19	  9.836	20	0	28	3	0	6	0
175	[APS2006] J195.132462+28.02286	195.13246 	  28.02287 	G	  8123	 0.027095 	    	23.1R	  9.845	3	0	3	0	0	0	0
176	GIN 766	194.76604 	  27.95906 	G	  6978	 0.023276 	    	15.71	  9.986	39	0	20	3	3	2	0
177	SDSS J125940.72+280840.6	194.91970 	  28.14462 	G	  7519	 0.025081 	    	18.75	  9.999	7	0	22	3	0	4	0
178	SDSS J125909.07+275351.2	194.78782 	  27.89756 	G	  7812	 0.026058 	    	17.7g	 10.069	18	0	31	3	0	4	0
179	SDSS J130034.32+275817.6	195.14301 	  27.97157 	G	  7817	 0.026075 	    	20.6r	 10.087	3	0	16	1	0	4	0
180	SDSS J125902.92+275829.0	194.76219 	  27.97474 	G	  5481	 0.018283 	    	19.8g	 10.112	7	0	24	2	0	4	0
181	SDSS J125905.94+280228.8	194.77477 	  28.04134 	G	  8154	 0.027200 	    	20.40	 10.117	8	0	17	2	0	4	0
182	SDSS J125930.08+274933.6	194.87533 	  27.82600 	G	  8874	 0.029600 	    	19.48	 10.145	9	0	11	1	0	0	0
183	SDSS J130030.94+280312.8	195.12892 	  28.05356 	G	  7395	 0.024667 	    	21.3g	 10.300	2	0	16	1	0	4	0
184	SDSS J125902.43+280021.3	194.76015 	  28.00594 	G	  7974	 0.026600 	    	20.38	 10.326	9	0	26	2	0	4	0
185	SDSS J130034.42+275604.9	195.14342 	  27.93469 	G	  8356	 0.027873 	    	18.50	 10.464	12	0	16	2	0	0	2
186	2MASX J12590475+2803019	194.76990 	  28.05039 	G	  5071	 0.016915 	    	17.3g	 10.561	23	0	40	3	2	6	0
187	SDSS J130035.42+275634.0	195.14758 	  27.94278 	G	  6958	 0.023210 	    	18.0g	 10.563	19	0	18	2	2	0	0
188	2MASX J12590459+2754389	194.76933 	  27.91098 	G	  6432	 0.021455 	    	16.1g	 10.588	45	0	35	3	6	6	0
189	ABELL 1656:[BDG95] +0430-0555 	195.07375 	  28.12472 	G	  6593	 0.021992 	    	     	 10.759	2	0	0	0	0	0	0
190	GIN 767	194.75030 	  27.96748 	G	  8329	 0.027783 	    	16.5g	 10.765	55	0	42	4	7	7	0
191	2MASX J13002014+2750365	195.08404 	  27.84350 	G	  7883	 0.026295 	    	17.5g	 10.768	19	0	27	2	2	2	0
192	SDSS J130037.83+275840.9	195.15764 	  27.97804 	G	  4845	 0.016161 	    	22.6g	 10.849	2	0	6	1	0	4	0
193	SDSS J130019.70+280717.4	195.08210 	  28.12152 	G	  6659	 0.022212 	    	19.00	 10.878	8	0	22	3	0	4	0
194	SDSS J125859.50+275936.0	194.74794 	  27.99334 	G	  6184	 0.020628 	    	19.58	 10.887	8	0	24	2	0	4	0
195	SDSS J125935.95+274814.9	194.89982 	  27.80416 	G	  6326	 0.021100 	    	19.09	 10.952	10	0	28	3	0	4	0
196	IC 3960A	194.79017 	  27.86740 	G	  6916	 0.023069 	    	17.1g	 10.979	26	1	35	3	1	7	0
197	SDSS J130036.58+275552.2	195.15244 	  27.93118 	G	  5906	 0.019700 	    	19.5g	 10.981	10	0	26	2	0	4	1
198	CGCG 160-240	195.02292 	  27.80761 	G	  6593	 0.021992 	    	15.5g	 11.021	49	0	36	4	4	6	1
199	2MASX J13000425+2809182	195.01771 	  28.15511 	G	  6693	 0.022325 	    	17.9g	 11.021	16	0	13	2	2	2	0
